"NUMERO","Code_Rubrique","NP","LIB","MT","MOIS","ANNE","MOISAN","CODE","DAT","COMPT","DAF","DP"
"3216","","11","Frais de déplacement mission N°053/2023 ( MOMA et MBANZULU)","855000","OCTOBRE","2024","","PROGRAMMATION EVE","09/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3217","","11","Frais d'entretien Moquette (Mois de Septembre 2024)","1004500","OCTOBRE","2024","","PROGRAMMATION EVE","09/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3218","","11","Frais d'assainissement Guichet Unique","1140000","OCTOBRE","2024","","PROGRAMMATION EVE","09/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3219","","11","Frais pour soins médicaux ","19500000","OCTOBRE","2024","","PROGRAMMATION EVE","09/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3220","","11","Dotation pour soins médicaux","18500000","OCTOBRE","2024","","PROGRAMMATION EVE","09/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3224","","11","Dévis cage groupe électrogène Guichet- unique","2395400","OCTOBRE","2024","","PROGRAMMATION EVE","08/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3225","","11","Collation aux cadres et agents pour l'élaboration du rapport d'activités (Mois de Juillet 2024)","3270000","OCTOBRE","2024","","PROGRAMMATION EVE","08/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3226","","11","Collation mission mixte FAI et DGDA","4070000","OCTOBRE","2024","","PROGRAMMATION EVE","08/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3228","","11","Collation aux cadres et agents pour l'encadremnet des ressources propres (Mois de Septembre 2024)","6761500","OCTOBRE","2024","","PROGRAMMATION EVE","08/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3229","","11","Collation pour la préparation de la reunion du comité de suivi du 16 Septembre 2024","4685000","OCTOBRE","2024","","PROGRAMMATION EVE","08/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3232","","11","Frais de déplacement mission N°066/2024( Kapinga,Kirongozi,Muya,Kumbaki,Mwepu,Umba...)","1380000","OCTOBRE","2024","","PROGRAMMATION EVE","08/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3234","","11","Frais de déplacement mission N°070/2024(Kapinga,Kirongozi,Muya,Kumbaki...)","1104000","OCTOBRE","2024","","PROGRAMMATION EVE","08/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3236","","11","Collation pour la préparation de la reunion du comité de suivi du 16/08/2024","2312500","OCTOBRE","2024","","PROGRAMMATION EVE","08/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3239","","11","Frais de déplacement mission N°079/2024(Bondo,Kadindwe,Manyoloet Ndaye","1380000","OCTOBRE","2024","","PROGRAMMATION EVE","08/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3240","","11","Frais de déplacement pour raison de sevice à ITVRO","400000","OCTOBRE","2024","","PROGRAMMATION EVE","08/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3241","","11","Paiement facture SCTP,consommation de l'energie électrique au Guichet -Unique(Mois d'Avril 2024)","6788900","OCTOBRE","2024","","PROGRAMMATION EVE","08/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3242","","11","Frais d'entretien groupe électrogène Guichet Unique","4566195","OCTOBRE","2024","","PROGRAMMATION EVE","08/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3243","","11","Collation travaux intensifs et de nuit pour la recolte des données /cour de compte (Schaotage et Biluka)","2560000","OCTOBRE","2024","","PROGRAMMATION EVE","11/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3246","","11","Achat d'un para-brise avant pour la jeep N°8237","580000","OCTOBRE","2024","","PROGRAMMATION EVE","11/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3247","","11","Achat de 04 pneus 750 R16 pour la jeep N°8234","2204000","OCTOBRE","2024","","PROGRAMMATION EVE","11/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3250","","11","Frais de régarnissage des sièges avant et arrière pour la jeep N°4402","725000","OCTOBRE","2024","","PROGRAMMATION EVE","11/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3251","","11","Achat 02 supports moteur pour la jeep N°4393","290000","OCTOBRE","2024","","PROGRAMMATION EVE","11/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3252","","11","Collation aux cadres et agents ayant travaillé pour l'élaboration des etats de besoins quantifiés et chiffrés de la DP KV suivant le message phonie du 30 Srptembre 2024","1650000","OCTOBRE","2024","","PROGRAMMATION EVE","11/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3253","","11","Collation aux membres de la commission de discipline pour le dossier  (Acompte)","1070000","OCTOBRE","2024","","PROGRAMMATION EVE","11/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3254","","11","Achat de deux rideaux Stores pour l'inspection de prévention et recherche terrestres","467100","OCTOBRE","2024","","PROGRAMMATION EVE","11/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3255","","11","Frais de réproduction du rapport d'activités (Mois d'Aout2014)","382000","OCTOBRE","2024","","PROGRAMMATION EVE","16/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3257","","11","Collation à l'agent ayant travaillé les Samedi 16 et 23 Aout 2024 (Motende)","520000","OCTOBRE","2024","","PROGRAMMATION EVE","17/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3259","","11","Frais de nettoyage Moquette","1450000","OCTOBRE","2024","","PROGRAMMATION EVE","17/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3261","","11","Rencontres locales
","3150000","OCTOBRE","2024","","PROGRAMMATION LUMUMBA","18/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3262","","11","Reliure différents rapports et notes
","957000","OCTOBRE","2024","","PROGRAMMATION LUMUMBA","18/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3263","","11","Achat matériels de plomberies
","2280000","OCTOBRE","2024","","PROGRAMMATION LUMUMBA","18/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3264","","11","Réparation pneus véhicules
","275000","OCTOBRE","2024","","PROGRAMMATION LUMUMBA","18/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3265","","11","Achat matériels électriques
","2970000","OCTOBRE","2024","","PROGRAMMATION LUMUMBA","18/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3266","","11","Achat matériels et consommables informatiques
","4900000","OCTOBRE","2024","","PROGRAMMATION LUMUMBA","18/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3267","","11","Salubrité spéciale de la cour KV
","3000000","OCTOBRE","2024","","PROGRAMMATION LUMUMBA","18/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3268","","11","Achat boîtes de lait et autres
","650000","OCTOBRE","2024","","PROGRAMMATION LUMUMBA","18/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3269","","11","Frais d'intervention services extérieurs
","4300000","OCTOBRE","2024","","PROGRAMMATION LUMUMBA","18/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3271","","11","Manutention archives bureaux
","3000000","OCTOBRE","2024","","PROGRAMMATION LUMUMBA","18/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3272","","11","Achat lubrifiant charroi
","2100000","OCTOBRE","2024","","PROGRAMMATION LUMUMBA","18/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3274","","11","Collation pour le contrôle de droits de magasins dans les entrepôts
","2616500","OCTOBRE","2024","","PROGRAMMATION LUMUMBA","18/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3275","","11","Frais de réparation 5 frigos bureaux
","800000","OCTOBRE","2024","","PROGRAMMATION LUMUMBA","18/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3276","","11","Achat registres de courriers
","1300000","OCTOBRE","2024","","PROGRAMMATION LUMUMBA","18/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3277","","11","Achat 08 chambres à air
 ","348000","OCTOBRE","2024","","PROGRAMMATION LUMUMBA","18/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3278","","11","Frais d'entretien et réparation photocopieuses
","1280000","OCTOBRE","2024","","PROGRAMMATION LUMUMBA","18/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3279","","11","Achat sacs vides,cordes et cadenas
","681000","OCTOBRE","2024","","PROGRAMMATION LUMUMBA","18/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3280","","11","Collation pour le contrôle des imprimés dans les fabriques
 ","2900000","OCTOBRE","2024","","PROGRAMMATION LUMUMBA","18/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3281","","11","Achat malles pour archives
","2300000","OCTOBRE","2024","","PROGRAMMATION LUMUMBA","18/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3282","","11","Achat mobiliers de bureau pour le DP
","4168000","OCTOBRE","2024","","PROGRAMMATION LUMUMBA","18/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3284","","11","Achat feutres pour le DP
","215000","OCTOBRE","2024","","PROGRAMMATION LUMUMBA","18/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3285","","11","Rétablissement électricité au GU
","654500","OCTOBRE","2024","","PROGRAMMATION LUMUMBA","18/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3286","","11","Achat pots de fleurs
","285000","OCTOBRE","2024","","PROGRAMMATION LUMUMBA","18/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3287","","11","Réparation GE/KV
","1950000","OCTOBRE","2024","","PROGRAMMATION LUMUMBA","18/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3288","","11","Achat split pour bureau 18.000 BTU
","1595000","OCTOBRE","2024","","PROGRAMMATION LUMUMBA","18/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3289","","11","Achat unités de tambours
","1800000","OCTOBRE","2024","","PROGRAMMATION LUMUMBA","18/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3291","","11","Achat pièces de rechanges jeep
","1975000","OCTOBRE","2024","","PROGRAMMATION LUMUMBA","18/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3294","","11","Dératisation et desinfection bureaux
","3000000","OCTOBRE","2024","","PROGRAMMATION LUMUMBA","18/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3295","","11","Achat ANIOSGEL
","2850000","OCTOBRE","2024","","PROGRAMMATION LUMUMBA","18/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3296","","11","Frais d'impression cartes de visites
","580000","OCTOBRE","2024","","PROGRAMMATION LUMUMBA","18/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3297","","11","Achat bacs à papiers 
","750000","OCTOBRE","2024","","PROGRAMMATION LUMUMBA","18/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3298","","11","Achat rallonges bureaux
","680000","OCTOBRE","2024","","PROGRAMMATION LUMUMBA","18/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3299","","11","Achat touques en PVC pour instaiiations sanitaires
","855000","OCTOBRE","2024","","PROGRAMMATION LUMUMBA","18/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3300","","11","Achat onduleurs
","985500","OCTOBRE","2024","","PROGRAMMATION LUMUMBA","18/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3301","","11","Achat carte logique imprimante
","285500","OCTOBRE","2024","","PROGRAMMATION LUMUMBA","18/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3302","","11","Achat cafetière,tasses et plateaux secr DP
","450000","OCTOBRE","2024","","PROGRAMMATION LUMUMBA","18/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3303","","11","Achat modem wifi bureaux délégation syndicale et IFI
","685000","OCTOBRE","2024","","PROGRAMMATION LUMUMBA","18/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3305","","11","Aménagement et câblage secrétariat DP
","550000","OCTOBRE","2024","","PROGRAMMATION LUMUMBA","18/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3306","","11","Démontage et deplacement des mobiliers déclassés
","900000","OCTOBRE","2024","","PROGRAMMATION LUMUMBA","18/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3307","","11","Réfection installations sanitaires GU
","752500","OCTOBRE","2024","","PROGRAMMATION LUMUMBA","18/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3308","","11","Achat sonneries pour bureaux
","598000","OCTOBRE","2024","","PROGRAMMATION LUMUMBA","18/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3309","","11","Restauration aux cadres et agents ayant participé à la cérémonie de la remise et reprise DP entrant et sortant
","3000000","OCTOBRE","2024","","PROGRAMMATION LUMUMBA","18/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3310","","11","Achat disks durs
","602000","OCTOBRE","2024","","PROGRAMMATION LUMUMBA","18/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3311","","11","Achat calculatrices bureaux
","398000","OCTOBRE","2024","","PROGRAMMATION LUMUMBA","18/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3312","","11","Achat radios pour auto mobile
","690000","OCTOBRE","2024","","PROGRAMMATION LUMUMBA","29/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3313","","11","Achat repartiteur et réparation de 02 reservoirs jeeps
","985500","OCTOBRE","2024","","PROGRAMMATION LUMUMBA","29/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3314","","11","Achat rechauds pour les policiers KV et GU
","430000","OCTOBRE","2024","","PROGRAMMATION LUMUMBA","29/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3315","","11","Travaux de debouchage de canniveau KV
","550000","OCTOBRE","2024","","PROGRAMMATION LUMUMBA","29/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3316","","11","Achat relais de tension SX 460 GE
","1960540","OCTOBRE","2024","","PROGRAMMATION LUMUMBA","29/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3317","","11","Achat imprimante HP Laser color MFP 283 FW
","3190000","OCTOBRE","2024","","PROGRAMMATION LUMUMBA","29/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3318","","11","Refection porte bureau ILP
","322460","OCTOBRE","2024","","PROGRAMMATION LUMUMBA","29/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3319","","11","Achat 01 échelle 
","762000","OCTOBRE","2024","","PROGRAMMATION LUMUMBA","29/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3320","","11","Achat 03 onduleurs 650 VA APC
","565500","OCTOBRE","2024","","PROGRAMMATION LUMUMBA","29/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3321","","11","Travaux de réamenagement hangar GE
","656800","OCTOBRE","2024","","PROGRAMMATION LUMUMBA","29/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3322","","11","Travaux de refection toiture bureaux
","795700","OCTOBRE","2024","","PROGRAMMATION LUMUMBA","29/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3323","","11","Frais de déplacement et vacation à l'IAJC","2350000","OCTOBRE","2024","","PROGRAMMATION EVE","30/10/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA NZUZI","KALALA MASIMANGO"
"3057","","11","Paiement facture IK service ,ramassase des immondices au Guichet-Unique(Mois d'Août)
","308000","SEPTEMBRE","2024","","PROGRAMMATION EVE","20/09/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"3058","","11","Paiement loyer bureau Mitendi (Mois d'Août 2024)
","1120000","SEPTEMBRE","2024","","PROGRAMMATION EVE","20/09/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"3059","","11","Frais d approvisionnement Frigos bureaux","1260000","SEPTEMBRE","2024","","PROGRAMMATION EVE","20/09/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"3060","","11","Frais de salubrité de la cour","160000","SEPTEMBRE","2024","","PROGRAMMATION EVE","20/09/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"3061","","11","Rétribution aux nettoyeurs","4200000","SEPTEMBRE","2024","","PROGRAMMATION EVE","20/09/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"3062","","11","Achat fourniture de bureaux","15200000","SEPTEMBRE","2024","","PROGRAMMATION EVE","20/09/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"3063","","11","Frais pour courses de service  IRT","5204000","SEPTEMBRE","2024","","PROGRAMMATION EVE","20/09/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"3064","","11","Frais de dépôt et  transmission de courriers sec.DP","5200000","SEPTEMBRE","2024","","PROGRAMMATION EVE","20/09/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"3065","","11","Frais de gardiennage véhicules","280000","SEPTEMBRE","2024","","PROGRAMMATION EVE","20/09/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"3066","","11","Collation hébdomadaire  aux policiers de garde","1000000","SEPTEMBRE","2024","","PROGRAMMATION EVE","20/09/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"3067","","11","Achat carburant charroi-auto","30814750","SEPTEMBRE","2024","","PROGRAMMATION EVE","20/09/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"3068","","11","Frais de transport aux nettoyeurs","1220000","SEPTEMBRE","2024","","PROGRAMMATION EVE","20/09/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"3069","","11","Frais de restauration  aux policiers de garde","300000","SEPTEMBRE","2024","","PROGRAMMATION EVE","20/09/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"3070","","11","Prime du comptable ","910000","SEPTEMBRE","2024","","PROGRAMMATION EVE","20/09/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"3071","","11","Frais d abonnement Internet (  Microcom et Orange)","3279900","SEPTEMBRE","2024","","PROGRAMMATION EVE","20/09/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"3072","","11","Frais de fonctionnement bureau LEREXCOM","1500000","SEPTEMBRE","2024","","PROGRAMMATION EVE","20/09/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"3073","","11","Frais de fonctionnement Guichet -unique","4500000","SEPTEMBRE","2024","","PROGRAMMATION EVE","20/09/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"3074","","11","Frais de fonctionnement Beach-Ngobila","2500000","SEPTEMBRE","2024","","PROGRAMMATION EVE","20/09/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"3075","","11","Frais de fonctionnement bureau NOCAFEX","1500000","SEPTEMBRE","2024","","PROGRAMMATION EVE","20/09/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"3076","","11","Frais de fonctionnement SEP","2500000","SEPTEMBRE","2024","","PROGRAMMATION EVE","20/09/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"3077","","11","Frais de fonctionnement Délégation syndicale","2000000","SEPTEMBRE","2024","","PROGRAMMATION EVE","20/09/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"3078","","11","Frais de communication secrétariat du DP","3500000","SEPTEMBRE","2024","","PROGRAMMATION EVE","20/09/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"3079","","11","Frais de fonctionnement Unité genre
","500000","SEPTEMBRE","2024","","PROGRAMMATION EVE","20/09/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"3080","","11","Frais de fonctionnement Bureau T.C.P.K
","2500000","SEPTEMBRE","2024","","PROGRAMMATION EVE","20/09/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"3081","","11","Frais de déplacement et vacation à l'IAJC
","2350000","SEPTEMBRE","2024","","PROGRAMMATION EVE","20/09/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"3082","","11","Frais d abonnement Canal Sat","1251500","SEPTEMBRE","2024","","PROGRAMMATION EVE","20/09/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"3083","","11","Collation mensuelle  alloueé aux policiers commis à la garde de canots rapides au Beach- Ngobila (Mois de septembre 2024)","1050000","SEPTEMBRE","2024","","PROGRAMMATION EVE","20/09/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"3084","","11","Frais de recherche pour la lutte contre la fraude","2000000","SEPTEMBRE","2024","","PROGRAMMATION EVE","20/09/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"3085","","11","Frais de communication de  la délégation syndicale","600000","SEPTEMBRE","2024","","PROGRAMMATION EVE","20/09/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"3086","","11","Frais de communication aux Sous-Directions
","7000000","SEPTEMBRE","2024","","PROGRAMMATION EVE","20/09/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"3087","","11","Frais de communication secretariat du DP
","230000","SEPTEMBRE","2024","","PROGRAMMATION EVE","20/09/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"3088","","11","Frais de Communication IRHL
","200000","SEPTEMBRE","2024","","PROGRAMMATION EVE","20/09/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"3089","","11","Frais de communication Bureau IFI
","500000","SEPTEMBRE","2024","","PROGRAMMATION EVE","20/09/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"3090","","11","Frais de communication IRT
","300000","SEPTEMBRE","2024","","PROGRAMMATION EVE","20/09/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"3091","","11","Collation mensuelle aux cadres et agents de l'inspection des exports (Mois de Juillet 2024)
","3500000","SEPTEMBRE","2024","","PROGRAMMATION EVE","20/09/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"3092","","11","Frais pour l'élaboration du rapport de paie mois de juillet 2024
 ","1000000","SEPTEMBRE","2024","","PROGRAMMATION EVE","20/09/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"3093","","11","Frais de déplacement pour raison de service IRHEL et STATISTIQUES
","3876000","SEPTEMBRE","2024","","PROGRAMMATION EVE","20/09/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"3094","","11","Frais de communication vodacom
","1160000","SEPTEMBRE","2024","","PROGRAMMATION EVE","20/09/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"3095","","11","Frais de nettoyage de 02 Bus
","120000","SEPTEMBRE","2024","","PROGRAMMATION EVE","20/09/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
"3096","","11","Frais pour soins médicaux
 ","19500000","SEPTEMBRE","2024","","PROGRAMMATION EVE","20/09/2024 00:00:00","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE KANKU"
